timestamp,open,high,low,close,volume,symbol
1704067200000,2281.87,2296.97,2281.27,2296.71,4393.025,ETHUSDT
1704068100000,2296.71,2297.0,2289.0,2291.05,2690.5061,ETHUSDT
1704069000000,2291.05,2294.78,2288.55,2293.22,2201.9447,ETHUSDT
1704069900000,2293.23,2297.18,2292.24,2295.51,1486.4425,ETHUSDT
1704070800000,2295.52,2297.4,2292.9,2296.59,1412.2053,ETHUSDT
1704071700000,2296.59,2300.32,2296.59,2299.11,1669.0732,ETHUSDT
1704072600000,2299.12,2306.45,2299.11,2303.27,3207.1637,ETHUSDT
1704073500000,2303.26,2306.6,2303.26,2303.72,2124.9838,ETHUSDT
1704074400000,2303.72,2304.72,2297.82,2299.02,1823.7417,ETHUSDT
1704075300000,2299.02,2299.02,2295.58,2296.74,1163.0004,ETHUSDT
1704076200000,2296.73,2299.46,2294.54,2294.54,1403.6463,ETHUSDT
1704077100000,2294.55,2295.33,2291.2,2293.02,1417.8649,ETHUSDT
1704078000000,2293.03,2294.5,2289.0,2289.04,2515.2115,ETHUSDT
1704078900000,2289.04,2289.05,2281.0,2282.37,2252.9774,ETHUSDT
1704079800000,2282.37,2283.8,2273.24,2276.29,3284.8894,ETHUSDT
1704080700000,2276.29,2277.58,2271.0,2273.81,2692.6577,ETHUSDT
1704081600000,2273.8,2278.8,2271.77,2274.08,2330.4382,ETHUSDT
1704082500000,2274.09,2274.53,2265.24,2271.62,3330.3254,ETHUSDT
1704083400000,2271.62,2276.11,2271.34,2274.41,1723.7117,ETHUSDT
1704084300000,2274.4,2279.86,2272.56,2279.55,2297.1009,ETHUSDT
1704085200000,2279.54,2283.19,2276.29,2283.19,2409.8417,ETHUSDT
1704086100000,2283.19,2283.36,2277.05,2278.55,1509.3508,ETHUSDT
1704087000000,2278.54,2280.32,2276.26,2279.3,1324.3438,ETHUSDT
1704087900000,2279.3,2279.31,2272.62,2275.89,1461.5802,ETHUSDT
1704088800000,2275.89,2278.43,2274.16,2274.99,1819.9726,ETHUSDT
1704089700000,2274.99,2280.45,2274.28,2276.14,2001.5809,ETHUSDT
1704090600000,2276.14,2282.34,2275.41,2280.97,1271.2963,ETHUSDT
1704091500000,2280.96,2283.31,2280.69,2281.9,963.7821,ETHUSDT
1704092400000,2281.9,2286.42,2281.51,2284.19,1439.4425,ETHUSDT
1704093300000,2284.19,2285.91,2282.42,2285.9,1628.0233,ETHUSDT
1704094200000,2285.91,2287.88,2283.6,2283.61,1020.9705,ETHUSDT
1704095100000,2283.61,2285.39,2282.28,2284.67,1575.7524,ETHUSDT
1704096000000,2284.68,2287.38,2284.37,2284.8,1338.0418,ETHUSDT
1704096900000,2284.8,2286.95,2282.27,2283.01,895.6846,ETHUSDT
1704097800000,2283.02,2283.81,2280.0,2281.38,1843.0535,ETHUSDT
1704098700000,2281.38,2287.05,2281.16,2287.01,1494.4136,ETHUSDT
1704099600000,2287.01,2291.22,2287.0,2289.82,2023.4211,ETHUSDT
1704100500000,2289.83,2292.0,2288.0,2289.6,1464.697,ETHUSDT
1704101400000,2289.6,2298.0,2289.59,2296.76,2652.5215,ETHUSDT
1704102300000,2296.75,2300.0,2296.75,2299.8,1942.6224,ETHUSDT
1704103200000,2299.8,2302.39,2299.6,2300.4,2433.3107,ETHUSDT
1704104100000,2300.4,2302.37,2297.4,2299.34,2843.3351,ETHUSDT
1704105000000,2299.33,2300.94,2299.25,2300.93,1292.7377,ETHUSDT
1704105900000,2300.93,2303.0,2300.56,2302.04,1619.3906,ETHUSDT
1704106800000,2302.04,2305.05,2301.67,2303.11,1616.5243,ETHUSDT
1704107700000,2303.11,2304.11,2300.38,2302.2,1247.209,ETHUSDT
1704108600000,2302.19,2302.99,2299.0,2299.6,1796.5857,ETHUSDT
1704109500000,2299.59,2305.0,2299.24,2304.47,1390.5606,ETHUSDT
1704110400000,2304.47,2306.5,2300.81,2300.94,1635.3202,ETHUSDT
1704111300000,2300.94,2303.31,2300.09,2303.31,1184.4809,ETHUSDT
1704112200000,2303.3,2307.24,2302.2,2306.27,1756.1404,ETHUSDT
1704113100000,2306.27,2306.28,2299.04,2299.43,2681.2964,ETHUSDT
